0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-01 9.983342e-02 9.983342e-02
2.000000e-01 1.986693e-01 1.986693e-01
3.000000e-01 2.955202e-01 2.955202e-01
4.000000e-01 3.894183e-01 3.894183e-01
5.000000e-01 4.794255e-01 4.794255e-01
6.000000e-01 5.646425e-01 5.646425e-01
7.000000e-01 6.442177e-01 6.442177e-01
8.000000e-01 7.173561e-01 7.173561e-01
9.000000e-01 7.833269e-01 7.833269e-01
1.000000e+00 8.414710e-01 8.414710e-01
1.100000e+00 8.912074e-01 8.912074e-01
1.200000e+00 9.320391e-01 9.320391e-01
1.300000e+00 9.635582e-01 9.635582e-01
1.400000e+00 9.854497e-01 9.854497e-01
1.500000e+00 9.974950e-01 9.974950e-01
1.600000e+00 9.995736e-01 9.995736e-01
1.700000e+00 9.916648e-01 9.916648e-01
1.800000e+00 9.738476e-01 9.738476e-01
1.900000e+00 9.463001e-01 9.463001e-01
2.000000e+00 9.092974e-01 9.092974e-01
2.100000e+00 8.632094e-01 8.632094e-01
2.200000e+00 8.084964e-01 8.084964e-01
2.300000e+00 7.457052e-01 7.457052e-01
2.400000e+00 6.754632e-01 6.754632e-01
2.500000e+00 5.984721e-01 5.984721e-01
2.600000e+00 5.155014e-01 5.155014e-01
2.700000e+00 4.273799e-01 4.273799e-01
2.800000e+00 3.349882e-01 3.349882e-01
2.900000e+00 2.392493e-01 2.392493e-01
3.000000e+00 1.411200e-01 1.411200e-01
3.100000e+00 0.000000e+00 4.158066e-02


0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-01 9.034504e-02 9.033301e-02
2.000000e-01 1.797874e-01 1.797634e-01
3.000000e-01 2.674334e-01 2.673977e-01
4.000000e-01 3.524072e-01 3.523603e-01
5.000000e-01 4.338599e-01 4.338022e-01
6.000000e-01 5.109777e-01 5.109096e-01
7.000000e-01 5.829899e-01 5.829123e-01
8.000000e-01 6.491770e-01 6.490906e-01
9.000000e-01 7.088778e-01 7.087835e-01
1.000000e+00 7.614955e-01 7.613944e-01
1.100000e+00 8.065044e-01 8.063978e-01
1.200000e+00 8.434542e-01 8.433438e-01
1.300000e+00 8.719752e-01 8.718635e-01
1.400000e+00 8.917806e-01 8.916718e-01
1.500000e+00 9.026695e-01 9.025708e-01
1.600000e+00 9.045269e-01 9.044516e-01
1.700000e+00 8.973235e-01 8.972954e-01
1.800000e+00 8.811119e-01 8.811738e-01
1.900000e+00 8.560226e-01 8.562477e-01
2.000000e+00 8.222562e-01 8.227663e-01
2.100000e+00 7.800765e-01 7.810641e-01
2.200000e+00 7.298026e-01 7.315578e-01
2.300000e+00 6.718050e-01 6.747420e-01
2.400000e+00 6.065080e-01 6.111844e-01
2.500000e+00 5.344008e-01 5.415200e-01
2.600000e+00 4.560580e-01 4.664449e-01
2.700000e+00 3.721675e-01 3.867093e-01
2.800000e+00 2.835574e-01 3.031098e-01
2.900000e+00 1.912128e-01 2.164817e-01
3.000000e+00 9.627265e-02 1.276907e-01
3.100000e+00 0.000000e+00 3.762374e-02


0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-01 6.054005e-02 6.055203e-02
2.000000e-01 1.204705e-01 1.204990e-01
3.000000e-01 1.791876e-01 1.792421e-01
4.000000e-01 2.360994e-01 2.361942e-01
5.000000e-01 2.906313e-01 2.907863e-01
6.000000e-01 3.422318e-01 3.424730e-01
7.000000e-01 3.903778e-01 3.907378e-01
8.000000e-01 4.345796e-01 4.350985e-01
9.000000e-01 4.743859e-01 4.751118e-01
1.000000e+00 5.093882e-01 5.103780e-01
1.100000e+00 5.392246e-01 5.405446e-01
1.200000e+00 5.635841e-01 5.653103e-01
1.300000e+00 5.822094e-01 5.844276e-01
1.400000e+00 5.948998e-01 5.977055e-01
1.500000e+00 6.015138e-01 6.050113e-01
1.600000e+00 6.019707e-01 6.062720e-01
1.700000e+00 5.962518e-01 6.014751e-01
1.800000e+00 5.844015e-01 5.906684e-01
1.900000e+00 5.665270e-01 5.739600e-01
2.000000e+00 5.427984e-01 5.515168e-01
2.100000e+00 5.134470e-01 5.235629e-01
2.200000e+00 4.787642e-01 4.903779e-01
2.300000e+00 4.390982e-01 4.522931e-01
2.400000e+00 3.948518e-01 4.096891e-01
2.500000e+00 3.464779e-01 3.629917e-01
2.600000e+00 2.944753e-01 3.126674e-01
2.700000e+00 2.393834e-01 2.592190e-01
2.800000e+00 1.817767e-01 2.031806e-01
2.900000e+00 1.222581e-01 1.451121e-01
3.000000e+00 6.145266e-02 8.559361e-02
3.100000e+00 0.000000e+00 2.521995e-02


0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-01 3.644839e-02 3.672666e-02
2.000000e-01 7.252455e-02 7.308636e-02
3.000000e-01 1.078600e-01 1.087158e-01
4.000000e-01 1.420938e-01 1.432590e-01
5.000000e-01 1.748759e-01 1.763708e-01
6.000000e-01 2.058711e-01 2.077204e-01
7.000000e-01 2.347621e-01 2.369944e-01
8.000000e-01 2.612530e-01 2.639006e-01
9.000000e-01 2.850720e-01 2.881699e-01
1.000000e+00 3.059745e-01 3.095599e-01
1.100000e+00 3.237453e-01 3.278569e-01
1.200000e+00 3.382012e-01 3.428780e-01
1.300000e+00 3.491926e-01 3.544732e-01
1.400000e+00 3.566052e-01 3.625267e-01
1.500000e+00 3.603614e-01 3.669579e-01
1.600000e+00 3.604207e-01 3.677226e-01
1.700000e+00 3.567808e-01 3.648131e-01
1.800000e+00 3.494773e-01 3.582585e-01
1.900000e+00 3.385833e-01 3.481243e-01
2.000000e+00 3.242092e-01 3.345118e-01
2.100000e+00 3.065012e-01 3.175570e-01
2.200000e+00 2.856400e-01 2.974292e-01
2.300000e+00 2.618389e-01 2.743296e-01
2.400000e+00 2.353420e-01 2.484890e-01
2.500000e+00 2.064213e-01 2.201656e-01
2.600000e+00 1.753738e-01 1.896424e-01
2.700000e+00 1.425190e-01 1.572243e-01
2.800000e+00 1.081952e-01 1.232353e-01
2.900000e+00 7.275592e-02 8.801491e-02
3.000000e+00 3.656649e-02 5.191515e-02
3.100000e+00 0.000000e+00 1.529667e-02


